PointInTime,InterbankRate,InverseInterbankRate
20170121,6.8765,0.145423
20170122,6.8765,0.145423
20170123,6.854,0.1459
20170124,6.8587,0.1458
20170125,6.8836,0.145273
20170126,6.8794,0.145362
20170127,6.8798,0.145353
20170128,6.8817,0.145313
20170129,6.8817,0.145313
20170130,6.8817,0.145313
20170131,6.8824,0.145298
20170201,6.88315,0.145282
20170202,6.88255,0.145295
20170203,6.8707,0.145546
20170204,6.87095,0.14554
20170205,6.86935,0.145574
20170206,6.8623,0.145724
20170207,6.88355,0.145274
20170208,6.8732,0.145493
20170209,6.86895,0.145583
20170210,6.88055,0.145337
20170211,6.8785,0.145381
20170212,6.8811,0.145326
20170213,6.8804,0.14534
20170214,6.8675,0.145613
20170215,6.8705,0.14555
20170216,6.85475,0.145884
20170217,6.8667,0.14563
20170218,6.8665,0.145635
20170219,6.8642,0.145683
20170220,6.87855,0.145379
20170221,6.88325,0.14528
20170222,6.87895,0.145371
20170223,6.8687,0.145588
20170224,6.86945,0.145572
20170225,6.8657,0.145652
20170226,6.8648,0.145671
20170227,6.87435,0.145468
20170228,6.8677,0.145609
20170301,6.88185,0.14531
20170302,6.88805,0.145179
20170303,6.8975,0.14498
20170304,6.8972,0.144986
20170305,6.8972,0.144986
20170306,6.897,0.144991
20170307,6.9024,0.144877
20170308,6.9117,0.144682
20170309,6.91005,0.144717
