PointInTime,InterbankRate,InverseInterbankRate
20160106,0.841423,1.188463
20160107,0.845734,1.182404
20160108,0.850192,1.176205
20160109,0.849645,1.176962
20160110,0.849473,1.1772
20160111,0.849473,1.1772
20160112,0.846526,1.181298
20160113,0.846792,1.180927
20160114,0.847364,1.18013
20160115,0.846445,1.181411
20160116,0.84457,1.184034
20160117,0.844965,1.18348
20160118,0.844965,1.18348
20160119,0.843439,1.185622
20160120,0.84135,1.188566
20160121,0.840413,1.189891
20160122,0.84193,1.187748
20160123,0.844524,1.1841
20160124,0.843572,1.185436
20160125,0.843572,1.185436
20160126,0.844803,1.183708
20160127,0.844549,1.184064
20160128,0.843935,1.184925
20160129,0.843709,1.185242
20160130,0.844325,1.184378
20160131,0.845214,1.183133
20160201,0.845214,1.183133
20160202,0.846073,1.181932
20160203,0.84444,1.184216
20160204,0.843545,1.185473
20160205,0.843156,1.18602
20160206,0.843462,1.185589
20160207,0.843955,1.184898
20160208,0.843955,1.184898
20160209,0.843687,1.185274
20160210,0.843095,1.186106
20160211,0.843759,1.185172
20160212,0.843643,1.185335
20160213,0.843943,1.184915
20160214,0.843944,1.184913
20160215,0.843944,1.184913
20160216,0.834461,1.198379
20160217,0.836545,1.195394
20160218,0.838483,1.19263
20160219,0.837958,1.193378
20160220,0.839031,1.191851
20160221,0.839002,1.191893
20160222,0.839002,1.191893
20160223,0.839138,1.191699
20160224,0.839991,1.190489
20160225,0.840534,1.18972
20160226,0.840792,1.189354
20160227,0.841456,1.188416
20160228,0.841209,1.188765
20160229,0.841209,1.188765
20160301,0.842765,1.186571
20160302,0.843075,1.186133
20160303,0.842599,1.186804
20160304,0.840458,1.189827
20160305,0.837994,1.193325
20160306,0.838284,1.192913
20160307,0.838284,1.192913
20160308,0.839328,1.19143
20160309,0.837396,1.194179
20160310,0.838725,1.192285
20160311,0.838301,1.192889
20160312,0.837244,1.194395
20160313,0.837088,1.194618
20160314,0.837088,1.194618
20160315,0.837704,1.193738
20160316,0.839422,1.191296
20160317,0.840116,1.190312
20160318,0.834874,1.197786
20160319,0.834529,1.198281
20160320,0.834356,1.198529
20160321,0.834356,1.198529
20160322,0.836224,1.195852
20160323,0.837066,1.194649
20160324,0.838908,1.192026
20160325,0.839582,1.191069
20160326,0.83974,1.190845
20160327,0.839664,1.190953
20160328,0.839664,1.190953
20160329,0.836589,1.19533
20160330,0.838634,1.192415
20160331,0.833833,1.199282
20160401,0.831482,1.202672
20160402,0.835409,1.197018
20160403,0.835485,1.19691
20160404,0.835485,1.19691
20160405,0.835533,1.196841
20160406,0.835097,1.197466
20160407,0.835553,1.196812
20160408,0.833033,1.200433
20160409,0.833454,1.199827
20160410,0.833383,1.199929
20160411,0.833383,1.199929
20160412,0.832984,1.200504
20160413,0.833708,1.19946
20160414,0.835228,1.197278
20160415,0.83572,1.196573
20160416,0.835061,1.197518
20160417,0.834958,1.197665
20160418,0.834958,1.197665
20160419,0.834955,1.197669
20160420,0.832788,1.200786
20160421,0.834285,1.198631
20160422,0.835576,1.196779
20160423,0.838041,1.193259
20160424,0.838103,1.19317
20160425,0.838103,1.19317
20160426,0.837159,1.194516
20160427,0.837253,1.194382
20160428,0.837376,1.194207
20160429,0.834822,1.197861
20160430,0.834575,1.198214
20160501,0.834603,1.198174
20160502,0.834603,1.198174
20160503,0.834307,1.1986
20160504,0.836239,1.19583
20160505,0.836802,1.195026
20160506,0.837837,1.19355
20160507,0.837676,1.193779
20160508,0.837525,1.193994
20160509,0.837525,1.193994
20160510,0.839371,1.191368
20160511,0.839748,1.190833
20160512,0.83655,1.195386
20160513,0.839861,1.190673
20160514,0.841335,1.188587
20160515,0.84133,1.188595
20160516,0.84133,1.188595
20160517,0.83997,1.190519
20160518,0.840073,1.190373
20160519,0.842138,1.187454
20160520,0.842783,1.186545
20160521,0.842734,1.186614
20160522,0.842908,1.186369
20160523,0.842908,1.186369
20160524,0.844001,1.184833
20160525,0.844029,1.184794
20160526,0.843893,1.184985
20160527,0.844301,1.184412
20160528,0.845069,1.183335
20160529,0.845056,1.183353
20160530,0.845056,1.183353
20160531,0.847348,1.180152
20160601,0.847205,1.180351
20160602,0.846117,1.181869
20160603,0.847301,1.180219
20160604,0.845109,1.18328
20160605,0.845086,1.183311
20160606,0.845086,1.183311
20160607,0.845001,1.18343
20160608,0.846057,1.181953
20160609,0.84559,1.182606
20160610,0.845487,1.182751
20160611,0.845224,1.183119
20160612,0.845324,1.182978
20160613,0.845324,1.182978
20160614,0.848385,1.17871
20160615,0.849932,1.176565
20160616,0.848088,1.179123
20160617,0.849447,1.177236
20160618,0.84885,1.178064
20160619,0.848982,1.177881
20160620,0.848966,1.177904
20160621,0.847456,1.180002
20160622,0.84938,1.177329
20160623,0.847796,1.179529
20160624,0.847863,1.179436
20160625,0.853496,1.171651
20160626,0.85316,1.172113
20160627,0.85316,1.172113
20160628,0.857074,1.16676
20160629,0.856804,1.167127
20160630,0.85539,1.169057
20160701,0.856817,1.167111
20160702,0.857885,1.165657
20160703,0.857848,1.165708
20160704,0.857848,1.165708
20160705,0.859106,1.164001
20160706,0.860944,1.161515
20160707,0.86264,1.159232
20160708,0.861091,1.161317
20160709,0.862079,1.159987
20160710,0.862102,1.159956
20160711,0.862102,1.159956
20160712,0.862855,1.158943
20160713,0.862099,1.159959
20160714,0.862052,1.160023
20160715,0.861833,1.160318
20160716,0.862591,1.159298
20160717,0.862592,1.159296
20160718,0.862592,1.159296
20160719,0.865026,1.156034
20160720,0.86347,1.158118
20160721,0.861161,1.161224
20160722,0.861106,1.161297
20160723,0.860177,1.162552
20160724,0.862654,1.159214
20160725,0.862654,1.159214
20160726,0.860693,1.161854
20160727,0.860086,1.162675
20160728,0.860073,1.162692
20160729,0.857975,1.165535
20160730,0.855398,1.169047
20160731,0.855633,1.168726
20160801,0.855633,1.168726
20160802,0.856074,1.168124
20160803,0.853825,1.1712
20160804,0.854947,1.169663
20160805,0.856275,1.167849
20160806,0.858479,1.164851
20160807,0.860958,1.161497
20160808,0.860958,1.161497
20160809,0.858828,1.164377
20160810,0.857816,1.165752
20160811,0.855442,1.168986
20160812,0.854403,1.170408
20160813,0.855407,1.169034
20160814,0.857052,1.166791
