PointInTime,InterbankRate,InverseInterbankRate
20161201,0.887853,1.126312
20161202,0.887969,1.126166
20161203,0.887973,1.12616
20161204,0.887968,1.126167
20161205,0.887236,1.127096
20161206,0.887307,1.127005
20161207,0.887091,1.12728
20161208,0.887054,1.127327
20161209,0.890311,1.123203
20161210,0.890248,1.123283
20161211,0.890242,1.12329
20161212,0.890265,1.123261
20161213,0.889784,1.123868
20161214,0.890297,1.123221
20161215,0.894855,1.117499
20161216,0.896101,1.115946
20161217,0.896176,1.115852
20161218,0.896176,1.115852
20161219,0.895188,1.117083
20161220,0.895012,1.117303
20161221,0.894196,1.118324
20161222,0.89534,1.116894
20161223,0.895223,1.117041
20161224,0.895217,1.117048
20161225,0.895217,1.117048
20161226,0.894916,1.117423
20161227,0.895918,1.116174
20161228,0.897063,1.114749
20161229,0.896893,1.11496
20161230,0.895624,1.116539
20161231,0.895577,1.116598
20170101,0.895577,1.116598
20170102,0.895258,1.116996
20170103,0.897458,1.114258
20170104,0.894247,1.118259
20170105,0.888343,1.125691
20170106,0.892084,1.120971
20170107,0.892337,1.120653
20170108,0.892048,1.121016
20170109,0.894475,1.117975
20170110,0.892623,1.120294
20170111,0.894458,1.117996
20170112,0.88871,1.125227
20170113,0.889825,1.123817
20170114,0.889824,1.123817
20170115,0.889728,1.123938
20170116,0.889837,1.123801
20170117,0.883752,1.131539
20170118,0.881734,1.134129
20170119,0.885814,1.128906
20170120,0.886301,1.128285
20170121,0.886415,1.128139
20170122,0.886415,1.128139
20170123,0.883652,1.131668
20170124,0.884178,1.130994
20170125,0.887354,1.126946
20170126,0.88676,1.127701
20170127,0.886766,1.127693
20170128,0.886897,1.127527
20170129,0.886897,1.127527
20170130,0.887019,1.127372
20170131,0.887084,1.127288
20170201,0.887072,1.127304
20170202,0.886992,1.127406
20170203,0.885576,1.129208
20170204,0.885706,1.129043
20170205,0.885505,1.129299
20170206,0.884482,1.130605
20170207,0.887225,1.12711
20170208,0.885852,1.128857
20170209,0.885436,1.129387
20170210,0.886751,1.127713
20170211,0.886633,1.127862
20170212,0.886974,1.127429
20170213,0.886713,1.12776
20170214,0.885034,1.1299
20170215,0.885243,1.129634
20170216,0.883354,1.132049
20170217,0.884723,1.130298
20170218,0.884687,1.130343
20170219,0.884408,1.1307
20170220,0.886255,1.128343
20170221,0.886902,1.12752
20170222,0.886417,1.128137
20170223,0.885249,1.129626
20170224,0.885096,1.129821
20170225,0.884647,1.130395
20170226,0.884531,1.130543
20170227,0.885704,1.129045
20170228,0.884698,1.13033
20170301,0.886459,1.128083
20170302,0.887333,1.126973
20170303,0.888435,1.125574
20170304,0.888448,1.125558
20170305,0.888448,1.125558
20170306,0.888314,1.125729
20170307,0.888991,1.124871
20170308,0.889798,1.123851
20170309,0.88991,1.123709
